similarity,combination
2,['flop.sol', 'join.sol', 'flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol']
1,['join.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['join.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'drip.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'move.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
1,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'drip.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
